order_id;product_id;add_to_cart_order;reordered
25807;26209;10;0
25807;28670;11;0
25807;691;12;0
25807;18599;13;0
25807;46692;14;0
25807;31127;15;0
25807;35670;16;0
25807;29221;17;0
25807;36389;18;0
25807;38622;19;0
25807;31730;20;0
25807;14010;21;0
25807;38452;22;0
25807;42265;23;0
25807;21449;24;0
25808;44303;1;1
25808;21137;2;1
25808;36164;3;1
25808;12980;4;1
25808;2846;5;1
25808;41540;6;1
25808;27104;7;1
25808;27845;8;1
25808;35951;9;1
25808;30305;10;1
25808;31717;11;1
25808;42585;12;1
25808;17794;13;1
25808;43371;14;0
25808;3952;15;0
25809;24852;1;0
25809;5692;2;0
25809;34448;3;0
25809;43713;4;0
25809;16797;5;0
25809;21019;6;0
25809;42265;7;0
25809;22035;8;0
25809;28465;9;0
25809;32689;10;0
25809;30192;11;0
25809;49044;12;0
25809;5491;13;0
25809;37003;14;0
25809;3020;15;0
25809;47042;16;0
25809;44359;17;0
25809;18370;18;0
25809;3481;19;0
25809;25890;20;0
25809;5499;21;0
25809;40593;22;0
25809;14992;23;0
25809;27104;24;0
25809;42768;25;0
25809;47766;26;0
25809;47626;27;0
25810;40357;1;0
25810;4920;2;0
25810;9859;3;1
25810;14147;4;1
25810;17095;5;0
25811;19691;1;1
25811;32303;2;1
25812;9339;1;0
25812;45615;2;1
25812;39799;3;1
25812;40268;4;1
25812;3819;5;1
25812;11129;6;1
25812;30720;7;1
25812;35504;8;1
25812;20837;9;1
25812;13176;10;1
25812;8277;11;1
25812;24024;12;1
25812;18465;13;1
25812;7346;14;1
25812;47209;15;1
25812;21267;16;1
25812;27966;17;1
25813;45525;1;0
25813;46069;2;0
25813;21174;3;0
25813;16505;4;0
25813;40604;5;0
25813;46667;6;0
25813;44142;7;0
25814;9839;1;1
25814;8309;2;1
25814;11448;3;0
25814;5120;4;1
25814;3999;5;1
25814;31444;6;1
25814;30450;7;1
25814;24253;8;0
25814;21903;9;1
25814;17526;10;0
25814;36144;11;0
25815;13176;1;1
25815;14874;2;1
25815;9839;3;1
25815;36735;4;1
25815;42265;5;1
25815;21137;6;1
25815;34358;7;1
25815;5450;8;1
25815;19006;9;1
25815;22035;10;1
25815;16249;11;1
25815;22295;12;1
25815;44683;13;1
25815;5077;14;1
25815;16349;15;1
25815;31343;16;1
25815;25588;17;1
25815;33731;18;1
25815;4193;19;1
25815;42736;20;1
25815;38510;21;1
25815;27695;22;1
25815;31506;23;1
25815;283;24;1
25815;33216;25;1
25815;40659;26;1
25815;30489;27;1
25815;33810;28;1
25815;4793;29;1
25815;11440;30;1
25815;27966;31;0
25815;45066;32;0
25815;48697;33;0
25816;24852;1;1
25816;23543;2;1
25816;24964;3;0
25816;22935;4;1
25816;2024;5;1
25816;9092;6;1
25816;35140;7;1
25817;8968;1;0
25817;30442;2;0
25817;5479;3;1
25817;36216;4;1
25817;34243;5;1
25817;24852;6;1
25817;36640;7;1
25817;22504;8;0
25817;46667;9;1
25818;21938;1;1
25818;13176;2;1
25818;44632;3;0
25818;8859;4;1
25818;5322;5;1
25818;36550;6;1
25818;45645;7;1
25818;7228;8;1
25818;2086;9;1
25818;21137;10;1
25819;16696;1;1
25819;22802;2;0
25819;11571;3;1
25819;12606;4;0
25819;49622;5;0
25819;3732;6;1
25819;26138;7;1
25819;24296;8;0
25819;24209;9;0
25819;24852;10;0
25819;8153;11;0
25819;25146;12;0
25821;21137;1;1
25821;47672;2;1
25821;19019;3;0
25821;5876;4;0
25821;29727;5;0
25821;19706;6;1
25821;8867;7;0
25821;4210;8;1
25822;7483;1;0
25822;45615;2;0
25822;47759;3;0
25822;27104;4;0
25822;24852;5;1
25823;30169;1;1
25823;33984;2;0
25823;33401;3;0
25823;6489;4;0
25824;13984;1;1
25824;44411;2;1
25824;43944;3;1
25825;10915;1;1
25825;18908;2;1
25825;1244;3;1
25825;10749;4;1
25825;31717;5;1
25825;43768;6;0
25825;13984;7;0
25825;42557;8;1
25825;5876;9;1
25825;26209;10;1
25825;46306;11;0
25825;34126;12;0
25825;46667;13;1
25825;9786;14;1
25825;37807;15;0
25825;35221;16;0
25825;17949;17;1
25826;5785;1;1
25826;8021;2;0
25826;21137;3;1
25826;36550;4;1
25826;9550;5;1
25826;47766;6;1
25826;5876;7;1
25826;7090;8;0
25826;21405;9;1
25826;39984;10;1
25826;43662;11;1
25826;12419;12;0
25826;8518;13;0
25826;21903;14;1
25827;22035;1;0
25827;31683;2;0
25827;3213;3;0
25827;45860;4;0
25827;21329;5;0
25827;47626;6;1
25827;35819;7;0
25827;2311;8;1
25828;44257;1;1
25828;46676;2;1
25828;21903;3;1
25828;15261;4;0
25828;35167;5;1
25828;24852;6;1
25828;38159;7;1
25828;39794;8;0
25828;37288;9;0
25829;41220;1;1
25829;26230;2;1
25829;18499;3;1
25829;24964;4;0
25829;45007;5;0
25829;17794;6;1
25829;46667;7;0
25829;47734;8;1
25829;6999;9;0
25831;30849;1;1
25831;43352;2;1
25831;27205;3;0
25831;28204;4;0
25831;41787;5;0
25832;21386;1;1
25833;44475;1;1
25833;7471;2;1
25833;41290;3;1
25834;17530;1;0
25834;41290;2;1
25834;25513;3;1
25834;11777;4;0
25834;6046;5;0
25834;43933;6;0
25834;1416;7;0
25834;14678;8;0
25834;7628;9;0
25834;19678;10;0
25834;47862;11;0
25834;16131;12;0
25834;7622;13;0
25834;34124;14;0
25834;27086;15;1
25834;45374;16;0
25834;37646;17;0
25835;38689;1;1
25835;1516;2;1
25835;19660;3;1
25835;21137;4;1
25835;35951;5;1
25835;16138;6;1
25836;21616;1;1
25836;44910;2;1
25836;35629;3;0
25836;28918;4;0
25837;29780;1;0
25837;40709;2;1
25837;20580;3;0
25837;25072;4;0
25837;34423;5;0
25838;19348;1;1
25838;47226;2;0
25838;38288;3;0
25838;24747;4;0
25838;47459;5;0
25838;104;6;0
25838;11161;7;0
25838;2779;8;0
25839;24852;1;1
25839;15181;2;1
25839;21267;3;1
25839;39013;4;1
25839;10749;5;1
25839;46738;6;1
25839;8277;7;1
25839;33788;8;1
25839;40992;9;0
25839;5024;10;1
25839;28849;11;0
25839;20520;12;0
25839;44643;13;0
25839;21463;14;1
25839;20339;15;1
25839;26940;16;1
25840;28826;1;1
25840;47717;2;1
25840;12935;3;1
25840;23233;4;1
25840;28234;5;0
25840;26209;6;1
25840;5390;7;0
25840;24964;8;1
25840;22935;9;1
25840;14355;10;0
25840;7021;11;0
25840;47766;12;1
25840;41220;13;1
25840;31717;14;1
25840;23622;15;0
25840;27156;16;1
25840;14764;17;0
25840;39374;18;1
25840;11441;19;1
25840;40377;20;0
25840;32666;21;1
25840;8467;22;1
25840;21137;23;1
25840;45200;24;1
25841;30630;1;1
25841;1337;2;1
25841;24852;3;1
25841;23430;4;1
25841;20842;5;1
25841;47866;6;1
25841;30489;7;1
25841;5456;8;1
25841;41787;9;1
25841;39877;10;1
25841;21903;11;1
25842;41844;1;0
25842;18019;2;1
25842;20871;3;1
25842;37849;4;1
25842;46842;5;1
25842;14097;6;1
25842;27966;7;1
25842;30696;8;1
25842;24908;9;0
25842;29285;10;1
25843;8138;1;1
25843;21903;2;1
25844;22556;1;1
25844;26620;2;0
25844;39947;3;0
25844;27275;4;0
25844;35989;5;0
25844;28342;6;0
25844;35997;7;0
25844;8021;8;1
25844;33294;9;1
25845;43713;1;1
25845;44075;2;1
25845;5450;3;1
25845;46969;4;1
25845;14651;5;1
25845;13176;6;1
25845;5603;7;0
25845;283;8;0
25845;40229;9;0
25845;38558;10;1
25845;45007;11;1
25845;3952;12;1
25845;34861;13;0
25845;32177;14;0
25845;30489;15;1
25845;32655;16;1
25845;28294;17;0
25845;28597;18;0
25845;39475;19;0
25845;45604;20;0
25845;48364;21;0
25846;47766;1;0
25846;16995;2;0
25846;23236;3;0
25846;5550;4;0
25846;2562;5;0
25846;45763;6;0
25847;23565;1;1
25847;39275;2;0
25847;260;3;0
25848;23765;1;0
25848;33198;2;1
25848;22935;3;1
25849;17526;1;1
25849;40541;2;1
25849;26368;3;1
25849;10314;4;1
25849;5699;5;1
25849;46393;6;1
25849;45221;7;1
25849;10343;8;1
25849;27737;9;1
25851;21278;1;0
25851;3142;2;0
25851;2078;3;1
25851;21616;4;0
25851;22963;5;0
25851;44422;6;0
25851;14678;7;0
25851;13176;8;1
25851;21903;9;1
25851;3957;10;1
25851;45007;11;1
25851;26209;12;1
25851;22935;13;1
25851;24964;14;1
25851;7156;15;1
25851;16797;16;1
25851;611;17;1
25851;49683;18;1
25851;47626;19;1
25851;43772;20;1
25851;28849;21;1
25851;42300;22;1
25851;3822;23;1
25851;44142;24;1
25851;33731;25;1
25852;5473;1;1
25852;15438;2;1
25852;17008;3;1
25852;38764;4;1
25852;15985;5;1
25852;49451;6;1
25852;49235;7;1
25852;14218;8;1
25852;38033;9;1
25852;2535;10;1
25852;21903;11;1
25853;49355;1;0
25853;39166;2;0
25853;5499;3;0
25853;35163;4;1
25853;48071;5;1
25853;30827;6;1
25853;43772;7;0
25853;17316;8;1
25853;27476;9;1
25853;42258;10;1
25853;36545;11;0
25853;19604;12;1
25853;148;13;1
25853;10305;14;1
25853;41787;15;1
25853;48775;16;1
25853;44142;17;1
25853;43523;18;1
25853;22736;19;1
25853;648;20;1
25853;8155;21;1
25853;28046;22;1
25853;31840;23;0
25855;4493;1;0
25855;689;2;0
25856;6184;1;1
25857;4957;1;1
25857;33754;2;1
25857;24852;3;1
25857;36425;4;1
25857;38444;5;1
25857;47087;6;1
25857;16097;7;0
25857;1559;8;1
25857;47209;9;1
25857;39408;10;1
25857;22825;11;1
25857;34300;12;1
25857;25926;13;1
25857;7026;14;1
25857;48946;15;1
25857;37453;16;1
25857;40742;17;1
25857;36107;18;1
25857;11461;19;1
25857;44447;20;1
25857;13380;21;0
25857;10465;22;0
25857;32313;23;0
25858;39928;1;1
25858;24804;2;1
25858;40960;3;1
25858;41121;4;1
25858;12885;5;1
25858;7310;6;1
25858;8174;7;1
25858;6999;8;1
25858;20016;9;0
25859;46010;1;1
25859;42625;2;0
25859;48205;3;0
25859;24622;4;1
25859;27104;5;1
25859;46979;6;0
25859;34861;7;0
25859;35463;8;1
25860;3913;1;1
25860;13147;2;1
25860;4472;3;1
25860;19006;4;1
25860;6246;5;0
25860;21333;6;0
25860;7781;7;1
25860;13176;8;1
25861;30489;1;0
25861;2180;2;1
25861;2295;3;1
25861;33768;4;1
25861;19660;5;1
25861;5479;6;1
25862;33746;1;0
25862;41950;2;0
25862;41480;3;0
25862;10017;4;1
25862;1090;5;1
25862;48341;6;1
25862;18441;7;1
25862;41665;8;0
25862;8277;9;1
25862;28204;10;1
25862;39275;11;1
25862;47209;12;1
25862;21137;13;1
25862;13176;14;1
25862;17791;15;1
25862;32578;16;1
25862;7413;17;1
25862;35343;18;1
25862;28465;19;1
25862;33787;20;1
25862;4957;21;1
25862;6933;22;1
25862;27845;23;1
25862;49610;24;1
25862;23952;25;1
25862;46206;26;1
25863;24852;1;1
25863;34487;2;1
25863;17556;3;1
25863;18751;4;1
25863;48364;5;1
25863;49217;6;1
25863;29487;7;1
25863;9387;8;1
25863;44799;9;1
25863;4210;10;1
25863;16668;11;1
25863;26861;12;1
25863;31759;13;0
25863;46541;14;0
25863;26767;15;0
25863;47145;16;0
25863;10749;17;1
25864;40203;1;1
25864;29589;2;1
25864;44142;3;1
25864;40396;4;1
25864;8555;5;1
25864;22620;6;1
25864;28535;7;1
25865;25965;1;0
25865;43713;2;0
25865;11576;3;1
25865;26047;4;1
25865;47766;5;0
25865;24852;6;0
25865;26282;7;0
25865;48034;8;0
25865;26168;9;0
25865;7412;10;0
25865;6489;11;1
25865;43428;12;0
25865;22170;13;1
25865;23909;14;0
25865;19508;15;0
25865;7485;16;1
25865;261;17;0
25865;30135;18;1
25865;31343;19;0
25865;30776;20;1
25865;40723;21;0
25865;47792;22;0
25865;18362;23;1
25865;41950;24;0
25865;46665;25;0
25865;9913;26;1
25865;32689;27;1
25865;10246;28;0
25865;5303;29;0
25865;41009;30;1
25865;45603;31;1
25865;8736;32;0
25865;45302;33;0
25867;47766;1;1
25867;25537;2;1
25867;30035;3;1
25867;20280;4;1
25867;39578;5;1
25867;24852;6;1
25867;20082;7;1
25867;8859;8;1
25867;4451;9;1
25867;1194;10;1
25867;38313;11;1
25868;27845;1;0
25868;33135;2;0
25868;31764;3;0
25868;10957;4;1
25869;588;1;1
25869;34050;2;1
25869;27209;3;1
25869;14421;4;1
25869;37068;5;0
25869;40332;6;0
25869;18156;7;0
25869;33475;8;0
25869;46413;9;0
25869;13319;10;0
25870;46802;1;0
25870;42084;2;0
25870;44536;3;1
25870;46847;4;0
25870;10145;5;1
25870;15925;6;1
25870;24458;7;0
25870;18573;8;0
25870;48205;9;0
25870;28156;10;0
25870;2961;11;0
25870;42404;12;0
25870;31683;13;0
25870;31564;14;1
25870;5322;15;0
25870;2064;16;0
25870;13249;17;1
25870;48910;18;1
25870;83;19;1
25870;44700;20;1
25870;9076;21;1
25870;40009;22;1
25870;21137;23;0
25870;8053;24;0
25870;26252;25;0
25870;1120;26;0
25870;816;27;0
25870;26905;28;0
25871;13866;1;1
25871;23909;2;1
25871;29452;3;1
25871;10613;4;1
25871;19863;5;1
25871;116;6;1
25871;5025;7;1
25871;48812;8;1
25871;31706;9;1
25871;20955;10;0
25871;6224;11;0
25871;38342;12;0
25871;274;13;0
25871;13108;14;0
25871;29176;15;1
25871;44799;16;1
25871;27356;17;0
25871;260;18;0
25871;46785;19;0
25871;13768;20;0
25871;14071;21;0
25872;43692;1;1
25872;18370;2;0
25872;33043;3;0
25872;36085;4;1
25872;24363;5;0
25872;33000;6;1
25872;33731;7;0
25872;25824;8;0
25872;41665;9;1
25872;3442;10;0
25872;41527;11;0
25872;6193;12;0
25872;23216;13;0
25872;8615;14;1
25872;37552;15;0
25872;48395;16;0
25872;20542;17;0
25873;27104;1;0
25873;38453;2;0
25873;47893;3;0
25873;39275;4;0
25873;45763;5;0
25873;30489;6;0
25873;45081;7;0
25873;27105;8;0
25873;37524;9;0
25873;5547;10;0
25873;36724;11;0
25873;35750;12;0
25873;42768;13;0
25873;43789;14;0
25873;46979;15;0
25873;28985;16;0
25873;26497;17;0
25873;25931;18;0
25873;17461;19;0
25873;16589;20;0
25873;35628;21;0
25873;4793;22;0
25874;35921;1;1
25874;17949;2;1
25874;21616;3;1
25874;42265;4;1
25874;11737;5;1
25874;29616;6;1
25874;36011;7;1
25874;47209;8;1
25874;10305;9;1
25874;44422;10;1
25874;39428;11;1
25874;48679;12;1
25874;14651;13;0
25874;29127;14;1
25874;8671;15;1
25874;15457;16;0
25874;39699;17;0
25874;42110;18;0
25874;33279;19;0
25874;42613;20;0
25874;162;21;0
25875;6695;1;1
25875;31162;2;1
25875;16797;3;1
25875;39275;4;1
25875;26604;5;1
25875;38739;6;1
25875;18027;7;1
25875;39032;8;1
25875;40310;9;1
25875;25727;10;1
25875;34234;11;1
25875;36431;12;1
25875;26856;13;1
25875;49235;14;1
25875;47896;15;1
25876;3765;1;1
25876;4793;2;1
25876;24852;3;1
25877;2974;1;0
25877;23909;2;1
25877;37215;3;1
25877;47611;4;1
25877;27850;5;0
25877;9593;6;1
25877;32422;7;0
25877;9294;8;0
25877;33178;9;0
25877;18019;10;0
25878;27086;1;1
25878;2962;2;1
25878;3988;3;1
25878;34448;4;1
25878;6069;5;1
25878;45645;6;0
25878;32463;7;0
25878;2996;8;0
25878;17601;9;1
25878;1545;10;1
25879;21137;1;1
25879;24852;2;1
25879;39275;3;1
25879;40593;4;0
25879;33768;5;0
25879;42504;6;0
25879;24267;7;1
25881;5479;1;1
25881;21462;2;1
25881;7503;3;1
25882;39747;1;1
25882;27966;2;1
25882;30489;3;1
25882;18670;4;1
25882;8385;5;1
25882;8277;6;1
25882;29447;7;1
25882;42585;8;1
25882;27729;9;1
25882;2966;10;1
25882;22115;11;1
25882;45599;12;1
25882;13176;13;1
25882;35907;14;1
25882;34166;15;1
25882;32655;16;1
25882;44787;17;1
25882;22594;18;1
25882;45013;19;1
25882;4605;20;1
25882;42342;21;1
25882;31869;22;1
25882;6455;23;1
25883;17794;1;0
25883;24184;2;1
25883;2295;3;1
25883;15290;4;1
25883;42265;5;0
25883;17757;6;0
25883;38510;7;0
25883;15261;8;0
25883;38456;9;1
25883;7379;10;1
25883;49383;11;0
25884;34530;1;1
25884;36165;2;1
25884;9507;3;0
25884;581;4;0
25884;24025;5;1
25884;40706;6;1
25884;34224;7;0
25884;18232;8;1
25885;38293;1;1
25885;22935;2;1
25885;2314;3;1
25885;43122;4;1
25885;47209;5;1
25885;13176;6;1
25885;23375;7;1
25886;15359;1;0
25886;12113;2;0
25886;5460;3;1
25886;29204;4;0
25886;37637;5;0
25886;15925;6;1
25886;29615;7;1
25886;42352;8;0
25886;18439;9;1
25886;17731;10;1
25886;7285;11;0
25886;28535;12;0
25886;45374;13;0
25886;21929;14;1
25886;37354;15;1
25886;20607;16;0
25886;42117;17;0
25886;39465;18;0
25887;26369;1;1
25887;28204;2;1
25887;22220;3;1
25887;3896;4;1
25887;10749;5;1
25887;17794;6;1
25887;24964;7;1
25887;8518;8;1
25887;21903;9;1
25887;5652;10;1
25887;21344;11;1
25887;43122;12;1
25887;29447;13;1
25887;42828;14;1
25887;48628;15;1
25887;46667;16;1
25887;11941;17;1
25888;35652;1;1
25888;16732;2;0
25888;116;3;0
25888;47788;4;1
25888;2433;5;0
25889;19468;1;0
25889;4421;2;1
25889;44632;3;1
25889;24852;4;1
25890;15802;1;1
25890;39680;2;1
25890;6046;3;1
25890;13733;4;1
25890;33090;5;1
25890;6410;6;1
25890;47532;7;1
25890;4591;8;1
25890;20313;9;0
25890;29628;10;0
25890;8590;11;0
25890;34582;12;0
25891;26165;1;1
25891;16825;2;1
25891;19677;3;1
25891;16987;4;1
25891;30639;5;1
25891;11417;6;0
25891;14242;7;0
25891;18847;8;0
25891;42789;9;1
25891;10941;10;0
25892;21872;1;1
25892;4920;2;1
25892;12980;3;1
25892;32931;4;1
25892;21903;5;1
25892;14233;6;1
25892;14992;7;1
25892;23734;8;1
25893;30135;1;1
25893;23737;2;1
25893;39339;3;1
25893;44830;4;1
25893;23288;5;1
25893;24082;6;1
25893;3957;7;1
25893;26165;8;1
25894;10957;1;1
25894;7930;2;0
25894;1940;3;1
25894;4374;4;0
25894;4656;5;0
25894;24852;6;1
25894;39059;7;0
25894;5315;8;0
25894;12911;9;0
25895;13128;1;1
25895;8021;2;0
25896;32478;1;1
25896;17802;2;0
25896;44142;3;1
25896;7450;4;1
25896;34854;5;0
25896;18751;6;1
25896;27344;7;0
25896;36366;8;0
25896;34047;9;1
25897;12384;1;1
25897;46069;2;1
25897;47766;3;1
25897;18564;4;1
25897;48058;5;1
25897;24852;6;1
25897;9808;7;1
25897;27241;8;0
25897;15613;9;1
25898;33827;1;1
25898;33671;2;1
25898;24852;3;0
25898;27307;4;1
25898;45566;5;0
25898;20590;6;0
25898;48527;7;0
25898;6912;8;0
25898;21596;9;0
25898;12218;10;1
25898;30546;11;0
25898;32819;12;0
25898;23064;13;0
25898;47191;14;0
25898;10957;15;1
25899;18362;1;0
25899;17313;2;1
25899;30450;3;0
25899;42193;4;0
25899;2581;5;0
25900;34931;1;1
25900;20905;2;0
25900;49481;3;0
25900;23011;4;0
25900;19736;5;1
25900;18288;6;1
25900;31220;7;0
25900;33245;8;0
25900;40228;9;0
25901;18067;1;1
25901;35561;2;1
25901;20345;3;1
25901;35898;4;0
25901;4938;5;0
25902;1194;1;1
25902;12845;2;0
25903;36736;1;1
25903;49381;2;1
25903;35551;3;0
25903;27323;4;1
25903;24184;5;1
25903;7628;6;1
25903;107;7;0
25903;35898;8;0
25903;47435;9;1
25903;43607;10;0
25903;42461;11;0
25903;12481;12;0
25903;11281;13;0
25903;15315;14;0
25903;13078;15;0
25903;36552;16;0
25903;13639;17;0
25903;12961;18;0
25903;2519;19;0
25903;47050;20;0
25903;19005;21;0
25903;25588;22;1
25903;13733;23;0
25903;18276;24;0
25903;28156;25;1
25903;17008;26;1
25903;8955;27;0
25903;5315;28;0
25904;45603;1;1
25904;35168;2;1
25904;29326;3;1
25904;48559;4;1
25904;25330;5;1
25904;28553;6;1
25904;1559;7;1
25904;22124;8;1
25904;40571;9;1
25904;28851;10;1
25904;37687;11;1
25904;15290;12;1
25904;24852;13;1
25904;45;14;1
25904;46979;15;1
25904;25890;16;1
25904;5120;17;1
25904;44257;18;1
25904;32465;19;1
25904;21903;20;1
25904;2966;21;1
25904;30489;22;1
25904;41787;23;1
25904;14992;24;1
25904;8087;25;0
25904;28289;26;1
25904;27741;27;0
25904;43961;28;0
25904;24010;29;0
25904;28309;30;0
25904;258;31;0
25904;24631;32;0
25905;22556;1;1
25905;5479;2;0
25905;26201;3;1
25905;46979;4;0
25905;45007;5;0
25905;24964;6;0
25905;28356;7;0
25905;31040;8;1
25905;28535;9;0
25905;1700;10;0
25905;21386;11;0
25906;7948;1;1
25906;1463;2;1
25906;42701;3;1
25906;11005;4;1
25906;26209;5;1
25906;5184;6;1
25906;25879;7;0
25907;39475;1;1
25907;12069;2;1
25907;29662;3;0
25907;41757;4;0
25907;21137;5;0
25907;41376;6;0
25907;21405;7;0
25907;30391;8;1
25907;47734;9;0
25907;48745;10;0
25907;9839;11;0
25908;18963;1;1
25908;13668;2;0
25908;47209;3;1
25908;28985;4;1
25908;44359;5;1
25908;39877;6;1
25908;26369;7;1
25908;32665;8;1
25908;38456;9;0
25909;23430;1;1
25909;32685;2;1
25909;20588;3;1
25909;44422;4;0
25910;13176;1;1
25910;32478;2;1
25910;651;3;1
25910;7131;4;1
25910;13424;5;1
25910;30450;6;0
25910;28413;7;0
25910;9213;8;0
25910;2855;9;1
25910;10173;10;0
25910;13259;11;0
25911;14645;1;1
25911;36082;2;0
25911;25464;3;1
25911;4006;4;0
25912;32465;1;1
25912;28157;2;1
25912;21019;3;1
25912;353;4;1
25912;44570;5;1
25913;30489;1;1
25913;33825;2;1
25913;30450;3;1
25913;23898;4;1
25913;43122;5;1
25913;365;6;1
25913;3098;7;1
25913;260;8;1
25913;36929;9;1
25913;13176;10;1
25913;45066;11;1
25913;22035;12;1
25913;13380;13;1
25913;13870;14;1
25913;45948;15;1
25913;18352;16;1
25913;13877;17;1
25913;28199;18;1
25913;46627;19;1
25913;14852;20;1
25913;2086;21;1
25913;3952;22;1
25913;37687;23;1
25914;44961;1;1
25914;5322;2;1
25914;12791;3;1
25914;26981;4;1
25914;6718;5;1
25914;48925;6;1
25914;14947;7;1
25914;49191;8;1
25914;12919;9;1
25914;42557;10;0
25914;30450;11;0
25914;6347;12;1
25914;6210;13;0
25914;9076;14;0
25914;47209;15;0
25914;47965;16;1
25914;14045;17;0
25914;48595;18;0
25914;28322;19;0
25914;38908;20;0
25914;18027;21;1
25914;24010;22;0
25914;39409;23;1
25914;42404;24;0
25914;45364;25;0
25914;26369;26;1
25914;8518;27;0
25914;44359;28;0
25914;48094;29;0
25914;26209;30;1
25914;43789;31;1
25914;41690;32;1
25914;38383;33;0
25914;26848;34;0
25914;37065;35;0
25914;24830;36;0
25914;21137;37;1
25914;26604;38;0
25914;44734;39;0
25914;40397;40;0
25914;40604;41;0
25915;43961;1;1
25915;41329;2;0
25915;31040;3;0
25915;24373;4;0
25915;49451;5;0
25915;5973;6;1
25915;31713;7;1
25916;48697;1;0
25916;16281;2;1
25916;5351;3;1
25916;46061;4;1
25917;31720;1;1
25917;28985;2;1
25917;46969;3;1
25917;32989;4;1
25917;44787;5;1
25917;43875;6;1
25917;46802;7;0
25917;30290;8;0
25917;16797;9;0
25917;42768;10;1
25917;47209;11;1
25917;29898;12;0
25917;1025;13;0
25917;24964;14;1
25917;21903;15;1
25917;5876;16;1
25917;33731;17;1
25917;21009;18;0
25917;21810;19;0
25917;43713;20;0
25919;35547;1;0
25919;27509;2;0
25919;24852;3;1
25919;49683;4;1
25919;11440;5;1
25919;26209;6;0
25919;47626;7;1
25919;4344;8;0
25919;29487;9;0
25919;8424;10;1
25919;162;11;0
25919;41787;12;0
25919;25890;13;1
25919;23650;14;0
25919;9076;15;0
25920;31992;1;0
25920;16797;2;1
25920;26604;3;0
25920;45588;4;0
25920;47672;5;0
25920;9076;6;0
25920;19173;7;1
25920;49279;8;0
25920;5067;9;0
25920;6184;10;0
25920;19604;11;0
25920;15813;12;0
25920;27323;13;0
25920;47226;14;0
25920;17122;15;1
25921;32478;1;1
25922;26052;1;1
25922;22021;2;1
25922;39618;3;1
25922;41946;4;1
25922;7757;5;1
25922;41453;6;1
25922;36393;7;1
25922;35762;8;1
25922;26863;9;0
25922;26781;10;0
25922;24852;11;1
25922;11943;12;0
25922;19604;13;0
25922;16797;14;0
25922;14862;15;1
25922;41148;16;1
25922;42460;17;1
25922;19076;18;1
25922;14875;19;0
25922;5181;20;0
25924;47626;1;0
25924;31553;2;0
25924;8424;3;0
25924;44570;4;0
25924;49191;5;0
25924;21709;6;0
25924;49520;7;0
25924;36259;8;0
25924;11798;9;0
25924;46817;10;0
25924;22438;11;0
25924;24427;12;0
25924;13624;13;0
25924;9076;14;0
25924;4258;15;0
25924;37993;16;0
25925;42768;1;1
25925;3290;2;1
25925;5025;3;1
25925;3494;4;0
25925;14764;5;1
25925;38944;6;1
25925;10060;7;0
25925;19893;8;0
25926;24852;1;1
25926;39877;2;1
25926;35951;3;1
25926;6552;4;1
25926;49111;5;1
25926;5450;6;1
25926;8174;7;0
25926;691;8;0
25926;39411;9;1
25926;28204;10;0
25927;11361;1;1
25927;49235;2;1
25927;30597;3;1
25928;611;1;1
25928;23044;2;1
25928;25949;3;1
25928;27086;4;1
25929;6845;1;0
25929;24184;2;0
25929;4793;3;1
25929;13176;4;0
25929;43421;5;0
25929;17170;6;0
25929;10132;7;0
25931;19348;1;1
25931;43961;2;1
25931;16349;3;1
25931;6383;4;1
25931;12916;5;1
25931;48423;6;1
25931;36164;7;1
25931;42404;8;1
25931;35004;9;1
25931;9419;10;1
25931;22025;11;1
25931;7781;12;1
25931;29034;13;1
25931;605;14;1
25931;1939;15;1
25931;45364;16;1
25931;16014;17;1
25931;31764;18;1
25931;31562;19;1
25932;45007;1;1
25932;47626;2;1
25932;42625;3;1
25932;34358;4;1
25932;17794;5;1
25932;21903;6;1
25932;4799;7;1
25932;12845;8;1
25932;11913;9;1
25932;12962;10;0
25932;11777;11;0
25932;8797;12;0
25932;39732;13;0
25932;22935;14;1
25932;32877;15;1
25933;24231;1;1
25933;5212;2;1
25933;47141;3;1
25934;41785;1;1
25934;5612;2;1
25934;7963;3;0
25934;19272;4;0
25934;6721;5;0
25934;22063;6;0
25934;37067;7;0
25934;49131;8;0
25935;38689;1;1
25935;39408;2;0
25935;40723;3;0
25935;29387;4;1
25935;44949;5;0
25935;39550;6;0
25935;13198;7;1
25935;2452;8;1
25935;10017;9;1
25935;40516;10;1
25935;8193;11;0
25935;47626;12;0
25935;21903;13;0
25935;46979;14;0
25937;21903;1;1
25937;4472;2;1
25937;26165;3;1
25937;23719;4;1
25937;5785;5;1
25937;365;6;1
25937;47403;7;1
25937;30135;8;1
25937;31563;9;1
25937;13996;10;0
25937;23840;11;1
25937;24852;12;1
25937;45603;13;1
25937;9076;14;1
25937;11782;15;1
25937;23362;16;0
25937;8728;17;0
25937;28715;18;0
25938;27845;1;1
25938;44987;2;1
25938;27104;3;0
25938;31717;4;1
25938;21162;5;0
25938;19046;6;1
25938;7923;7;0
25938;7503;8;0
25938;23230;9;1
25938;13176;10;1
25938;17918;11;0
25938;21567;12;1
25939;46149;1;1
25939;26405;2;1
25939;5258;3;1
25940;23070;1;0
25940;37080;2;1
25940;6291;3;0
25940;24118;4;0
25940;7175;5;0
25940;39411;6;0
